Category SCC,MNRiskS category name,SCC Codes,Subcategories,Surrogate for apportioning,NO2 Frx,Diesel Source,Diesel PM Frx,Source Category,Acronym for Surrogate,2011 Update
NR_AGEQUIP,nonroad - Agricultural Equipment,2267005060,Irrigation Sets - LPG,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2268005055,Other Agricultural Equipment - CNG,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2268005060,Irrigation Sets - CNG,"land in ag uses (land use categories 71, 81, 82)",0.1,FALSE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2270005010,2-Wheel Tractors - Diesel,"land in ag uses (land use categories 71, 81, 82)",0.1,TRUE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2270005015,Agricultural Tractors - Diesel,"land in ag uses (land use categories 71, 81, 82)",0.1,TRUE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2270005020,Combines - Diesel,"land in ag uses (land use categories 71, 81, 82)",0.1,TRUE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2270005025,Balers - Diesel,"land in ag uses (land use categories 71, 81, 82)",0.1,TRUE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2270005030,Agricultural Mowers - Diesel,"land in ag uses (land use categories 71, 81, 82)",0.1,TRUE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2270005035,Sprayers - Diesel,"land in ag uses (land use categories 71, 81, 82)",0.1,TRUE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2270005040,Tillers : 6 HP - Diesel,"land in ag uses (land use categories 71, 81, 82)",0.1,TRUE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2270005045,Swathers - Diesel,"land in ag uses (land use categories 71, 81, 82)",0.1,TRUE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2270005055,Other Agricultural Equipment - Diesel,"land in ag uses (land use categories 71, 81, 82)",0.1,TRUE,1,Non-Road,frx_grass_pasture,
NR_AGEQUIP,nonroad - Agricultural Equipment,2270005060,Irrigation Sets - Diesel,"land in ag uses (land use categories 71, 81, 82)",0.1,TRUE,1,Non-Road,frx_grass_pasture,
NR_RECEQUP,nonroad - Off-highway Vehicle - Recreational Equipment,2265001010,Recreational Equipment - 4-stroke-Motorcycles: Off-road,"undeveloped land and developed low intensity, and developed open space",0.1,FALSE,1,Non-Road,Frx_Low_Density_OpenSpace,Subtract med and Hi intensity developed from land area.
NR_RECEQUP,nonroad - Off-highway Vehicle - Recreational Equipment,2265001030,Recreational Equipment - 4-stroke-All Terrain Vehicles,"undeveloped land and developed low intensity, and developed open space",0.1,FALSE,1,Non-Road,Frx_Low_Density_OpenSpace,
NR_RECEQUP,nonroad - Off-highway Vehicle - Recreational Equipment,2265001050,Recreational Equipment - 4-stroke-Golf Carts,"undeveloped land and developed low intensity, and developed open space",0.1,FALSE,1,Non-Road,Frx_Low_Density_OpenSpace,
NR_RECEQUP,nonroad - Off-highway Vehicle - Recreational Equipment,2265001060,Recreational Equipment - 4-stroke-Specialty Vehicles/Carts,"undeveloped land and developed low intensity, and developed open space",0.1,FALSE,1,Non-Road,Frx_Low_Density_OpenSpace,
NR_RECEQUP,nonroad - Off-highway Vehicle - Recreational Equipment,2260001010,Recreational Equipment - 2-stroke-Motorcycles: Off-road,"undeveloped land and developed low intensity, and developed open space",0.1,FALSE,1,Non-Road,Frx_Low_Density_OpenSpace,
NR_RECEQUP,nonroad - Off-highway Vehicle - Recreational Equipment,2260001020,Recreational Equipment - 2-stroke-Snowmobiles,"undeveloped land and developed low intensity, and developed open space",0.1,FALSE,1,Non-Road,Frx_Low_Density_OpenSpace,
NR_RECEQUP,nonroad - Off-highway Vehicle - Recreational Equipment,2260001030,Recreational Equipment - 2-stroke-All Terrain Vehicles,"undeveloped land and developed low intensity, and developed open space",0.1,FALSE,1,Non-Road,Frx_Low_Density_OpenSpace,
NR_RECEQUP,nonroad - Off-highway Vehicle - Recreational Equipment,2260001060,Recreational Equipment - 2-stroke-Specialty Vehicles/Carts,"undeveloped land and developed low intensity, and developed open space",0.1,FALSE,1,Non-Road,Frx_Low_Density_OpenSpace,
NR_RECEQUP,nonroad - Off-highway Vehicle - Recreational Equipment,2267001060,Recreational Equipment - LPG-Specialty Vehicles/Carts,"undeveloped land and developed low intensity, and developed open space",0.1,FALSE,1,Non-Road,Frx_Low_Density_OpenSpace,
NR_RECEQUP,nonroad - Off-highway Vehicle - Recreational Equipment,2270001060,Recreational Equipment - Diesel-Specialty Vehicles/Carts,"undeveloped land and developed low intensity, and developed open space",0.1,TRUE,1,Non-Road,Frx_Low_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004010,Lawn and Garden Equipment - 4-stroke - Lawn Mowers (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,remove high intensity developed areas
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004011,Lawn and Garden Equipment - 4-stroke - Lawn Mowers (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004015,Lawn and Garden Equipment - 4-stroke - Rotary Tillers < 6 HP (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004016,Lawn and Garden Equipment - 4-stroke - Rotary Tillers < 6 HP (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004025,Lawn and Garden Equipment - 4-stroke - Trimmers/Edgers/Brush Cutters (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004026,Lawn and Garden Equipment - 4-stroke - Trimmers/Edgers/Brush Cutters (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004030,Lawn and Garden Equipment - 4-stroke - Leafblowers/Vacuums (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004031,Lawn and Garden Equipment - 4-stroke - Leafblowers/Vacuums (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004035,Lawn and Garden Equipment - 4-stroke - Snowblowers (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004036,Lawn and Garden Equipment - 4-stroke - Snowblowers (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004040,Lawn and Garden Equipment - 4-stroke - Rear Engine Riding Mowers (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004041,Lawn and Garden Equipment - 4-stroke - Rear Engine Riding Mowers (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004046,Lawn and Garden Equipment - 4-stroke - Front Mowers (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004051,Lawn and Garden Equipment - 4-stroke - Shredders < 6 HP (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004055,Lawn and Garden Equipment - 4-stroke - Lawn and Garden Tractors (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004056,Lawn and Garden Equipment - 4-stroke - Lawn and Garden Tractors (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004066,Lawn and Garden Equipment - 4-stroke - Chippers/Stump Grinders (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004071,Lawn and Garden Equipment - 4-stroke - Turf Equipment - 4-stroke (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004075,Lawn and Garden Equipment - 4-stroke - Other Lawn and Garden Equipment - 4-stroke (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2265004076,Lawn and Garden Equipment - 4-stroke - Other Lawn and Garden Equipment - 4-stroke (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2260004015,Lawn and Garden Equipment - 2-stroke - Rotary Tillers < 6 HP (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2260004016,Lawn and Garden Equipment - 2-stroke - Rotary Tillers < 6 HP (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2260004020,Lawn and Garden Equipment - 2-stroke - Chain Saws < 6 HP (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2260004021,Lawn and Garden Equipment - 2-stroke - Chain Saws < 6 HP (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2260004025,Lawn and Garden Equipment - 2-stroke - Trimmers/Edgers/Brush Cutters (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2260004026,Lawn and Garden Equipment - 2-stroke - Trimmers/Edgers/Brush Cutters (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2260004030,Lawn and Garden Equipment - 2-stroke - Leafblowers/Vacuums (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2260004031,Lawn and Garden Equipment - 2-stroke - Leafblowers/Vacuums (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2260004035,Lawn and Garden Equipment - 2-stroke - Snowblowers (Residential),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2260004036,Lawn and Garden Equipment - 2-stroke - Snowblowers (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2260004071,Lawn and Garden Equipment - 2-stroke - Turf Equipment - 2-stroke (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2267004066,Lawn and Garden Equipment - 2-stroke - Chippers/Stump Grinders (Commercial),"open, low, & med intensity developed land",0.1,FALSE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2270004031,Lawn and Garden Equipment - Diesel - Leafblowers/Vacuums (Commercial),"open, low, & med intensity developed land",0.1,TRUE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2270004036,Lawn and Garden Equipment - Diesel - Snowblowers (Commercial),"open, low, & med intensity developed land",0.1,TRUE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2270004046,Lawn and Garden Equipment - Diesel - Front Mowers (Commercial),"open, low, & med intensity developed land",0.1,TRUE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2270004056,Lawn and Garden Equipment - Diesel - Lawn and Garden Tractors (Commercial),"open, low, & med intensity developed land",0.1,TRUE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2270004066,Lawn and Garden Equipment - Diesel - Chippers/Stump Grinders (Commercial),"open, low, & med intensity developed land",0.1,TRUE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2270004071,Lawn and Garden Equipment - Diesel - Turf Equipment - Diesel (Commercial),"open, low, & med intensity developed land",0.1,TRUE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_LAWNG,"nonroad - Off-highway Vehicle - Lawn & Garden Equipment
",2270004076,Lawn and Garden Equipment - Diesel - Other Lawn and Garden Equipment - Diesel (Commercial),"open, low, & med intensity developed land",0.1,TRUE,1,Non-Road,Frx_Low_Medium_Density_OpenSpace,
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002003,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Pavers",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002006,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Tampers/Rammers",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002009,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Plate Compactors",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002015,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Rollers",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002021,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Paving Equipment",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002024,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Surfacing Equipment",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002027,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Signal Boards/Light Plants",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002030,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Trenchers",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002033,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Bore/Drill Rigs",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002039,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Concrete/Industrial Saws",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002042,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Cement and Mortar Mixers",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002045,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Cranes",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002054,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Crushing/Processing Equipment",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002057,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Rough Terrain Forklifts",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002060,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Rubber Tire Loaders",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002066,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Tractors/Loaders/Backhoes",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002072,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Skid Steer Loaders",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002078,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Dumpers/Tenders",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2265002081,"Off-highway Vehicle Gasoline, 4-Stroke - Construction and Mining Equipment - Other Construction Equipment",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2260002006,"Off-highway Vehicle Gasoline, 2-Stroke - Construction and Mining Equipment - Tampers/Rammers",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2260002009,"Off-highway Vehicle Gasoline, 2-Stroke - Construction and Mining Equipment - Plate Compactors",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2260002021,"Off-highway Vehicle Gasoline, 2-Stroke - Construction and Mining Equipment - Paving Equipment",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2260002027,"Off-highway Vehicle Gasoline, 2-Stroke - Construction and Mining Equipment - Signal Boards/Light Plants",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2260002039,"Off-highway Vehicle Gasoline, 2-Stroke - Construction and Mining Equipment - Concrete/Industrial Saws",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2260002054,"Off-highway Vehicle Gasoline, 2-Stroke - Construction and Mining Equipment - Crushing/Processing Equipment",med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2268002081,Off-highway Vehicle Gasoline - CNG - Construction and Mining Equipment - Other Construction Equipment,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002003,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Pavers,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002015,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Rollers,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002021,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Paving Equipment,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002024,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Surfacing Equipment,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002030,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Trenchers,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002033,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Bore/Drill Rigs,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002039,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Concrete/Industrial Saws,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002045,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Cranes,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
NR_CONSTR,nonroad - Off-highway Vehicle - Construction & Mining Equipment,2267002054,Off-highway Vehicle Gasoline - LPG - Construction and Mining Equipment - Crushing/Processing Equipment,med&hi intensity developed outstate;  + combine reported construction in metro,0.1,FALSE,1,Non-Road,Frx construction in METRO / Frx med &hi intensity development outstate,removed commercial/industrial METRO from surrogate
